<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
07.12.2018;113790;113810;113750;113790
07.12.2018;113810;113820;113780;113790
07.12.2018;113790;113800;113760;113780
07.12.2018;113770;113780;113730;113730
07.12.2018;113720;113770;113720;113760
07.12.2018;113760;113770;113700;113740
07.12.2018;113740;113750;113660;113690
07.12.2018;113700;113800;113690;113790
07.12.2018;113770;113790;113720;113720
07.12.2018;113710;113710;113630;113640
07.12.2018;113640;113670;113620;113670
07.12.2018;113680;113730;113650;113680
07.12.2018;113710;113750;113680;113690
07.12.2018;113690;113720;113670;113690
07.12.2018;113670;113680;113630;113660
07.12.2018;113660;113670;113560;113600
07.12.2018;113610;113640;113580;113600
07.12.2018;113610;113690;113610;113620
07.12.2018;113640;113690;113630;113660
07.12.2018;113650;113650;113580;113600
07.12.2018;113590;113640;113580;113600
07.12.2018;113600;113620;113580;113580
07.12.2018;113580;113620;113580;113610
07.12.2018;113610;113680;113610;113670
07.12.2018;113660;113720;113660;113700
07.12.2018;113700;113710;113660;113700
07.12.2018;113680;113720;113680;113710
07.12.2018;113720;113760;113680;113730
07.12.2018;113730;113790;113710;113780
07.12.2018;113770;113790;113660;113710
07.12.2018;113730;113860;113720;113840
07.12.2018;113830;113830;113760;113810
07.12.2018;113800;113800;113670;113690
07.12.2018;113680;113730;113660;113680
07.12.2018;113680;113730;113680;113700
07.12.2018;113700;113710;113680;113690
07.12.2018;113690;113700;113660;113680
07.12.2018;113690;113720;113670;113700
07.12.2018;113700;113720;113690;113700
07.12.2018;113710;113720;113670;113700
07.12.2018;113710;113720;113660;113710
07.12.2018;113710;113730;113690;113710
07.12.2018;113710;113730;113640;113720
07.12.2018;113730;113780;113650;113660
07.12.2018;113660;113730;113640;113720
07.12.2018;113710;113710;113660;113680
07.12.2018;113670;113720;113650;113700
07.12.2018;113690;113720;113690;113700
07.12.2018;113700;113700;113610;113650
07.12.2018;113650;113650;113610;113620
07.12.2018;113620;113630;113560;113610
07.12.2018;113610;113620;113570;113570
07.12.2018;113560;113600;113540;113580
07.12.2018;113570;113620;113470;113520
07.12.2018;113500;113570;113500;113560
07.12.2018;113560;113630;113550;113590
07.12.2018;113590;113590;113540;113590
07.12.2018;113600;113630;113590;113610
07.12.2018;113610;113610;113560;113570
07.12.2018;113580;113590;113550;113580
07.12.2018;113570;113580;113540;113550
07.12.2018;113550;113610;113550;113590
07.12.2018;113590;113630;113530;113550
07.12.2018;113540;113580;113540;113570
07.12.2018;113550;113600;113530;113590
07.12.2018;113580;113620;113580;113620
07.12.2018;113610;113620;113540;113540
07.12.2018;113550;113550;113510;113530
07.12.2018;113530;113580;113520;113520
07.12.2018;113520;113590;113520;113550
07.12.2018;113540;113540;113510;113520
07.12.2018;113530;113550;113510;113540
07.12.2018;113530;113530;113430;113450
07.12.2018;113450;113460;113410;113450
07.12.2018;113440;113460;113420;113460
07.12.2018;113450;113470;113430;113450
07.12.2018;113450;113490;113430;113440
07.12.2018;113460;113510;113450;113490
07.12.2018;113500;113530;113490;113530
07.12.2018;113520;113530;113460;113490
07.12.2018;113470;113480;113420;113420
07.12.2018;113420;113460;113380;113450
07.12.2018;113450;113460;113420;113430
07.12.2018;113430;113450;113420;113430
07.12.2018;113430;113490;113420;113480
07.12.2018;113490;113520;113460;113520
07.12.2018;113520;113540;113480;113530
07.12.2018;113520;113540;113490;113510
07.12.2018;113530;113550;113520;113540
07.12.2018;113540;113570;113530;113550
07.12.2018;113540;113560;113520;113530
07.12.2018;113530;113570;113500;113570
07.12.2018;113570;113700;113550;113660
07.12.2018;113670;113690;113630;113670
07.12.2018;113660;113740;113660;113680
07.12.2018;113680;113830;113680;113820
07.12.2018;113810;113840;113790;113820
07.12.2018;113810;113950;113800;113920
07.12.2018;113900;113950;113870;113890
07.12.2018;113890;114010;113890;113960
07.12.2018;113960;113980;113870;113900
07.12.2018;113910;113920;113850;113920
07.12.2018;113900;113950;113900;113930
07.12.2018;113930;113940;113860;113920
07.12.2018;113920;113960;113850;113860
07.12.2018;113850;113880;113820;113820
07.12.2018;113810;113850;113780;113820
07.12.2018;113810;113840;113760;113800
07.12.2018;113800;113810;113760;113770
07.12.2018;113780;113790;113730;113740
07.12.2018;113730;113750;113710;113730
07.12.2018;113730;113800;113720;113750
07.12.2018;113740;113780;113730;113760
07.12.2018;113760;113780;113760;113770
07.12.2018;113770;113800;113750;113760
07.12.2018;113770;113790;113750;113760
07.12.2018;113760;113760;113710;113730
07.12.2018;113740;113740;113700;113700
07.12.2018;113700;113740;113680;113680
07.12.2018;113690;113700;113640;113650
07.12.2018;113660;113680;113610;113620
07.12.2018;113620;113630;113600;113620
07.12.2018;113630;113690;113620;113690
07.12.2018;113690;113690;113570;113590
07.12.2018;113600;113650;113590;113650
07.12.2018;113660;113730;113650;113710
07.12.2018;113710;113710;113680;113680
07.12.2018;113690;113710;113670;113690
07.12.2018;113700;113720;113680;113690
07.12.2018;113690;113700;113620;113650
07.12.2018;113660;113700;113650;113680
07.12.2018;113670;113690;113660;113670
07.12.2018;113670;113690;113660;113680
07.12.2018;113690;113700;113660;113690
07.12.2018;113680;113750;113670;113740
07.12.2018;113740;113770;113720;113770
07.12.2018;113760;113780;113730;113760
07.12.2018;113760;113820;113740;113800
07.12.2018;113820;113820;113750;113780
07.12.2018;113780;113800;113770;113790
07.12.2018;113790;113820;113770;113820
07.12.2018;113800;113840;113750;113840
07.12.2018;113840;113850;113810;113820
07.12.2018;113820;113820;113760;113760
07.12.2018;113760;113800;113730;113790
07.12.2018;113790;113910;113720;113900
07.12.2018;113910;114260;113900;114260
07.12.2018;114250;114440;114210;114420
07.12.2018;114420;114610;114340;114530
07.12.2018;114530;114570;114260;114310
07.12.2018;114320;114420;114050;114150
07.12.2018;114160;114380;114050;114340
07.12.2018;114340;114390;114280;114300
07.12.2018;114300;114320;114250;114260
07.12.2018;114270;114300;114210;114220
07.12.2018;114220;114240;114190;114240
07.12.2018;114240;114330;114230;114330
07.12.2018;114340;114350;114210;114260
07.12.2018;114270;114320;114240;114310
07.12.2018;114310;114330;114280;114320
07.12.2018;114320;114370;114300;114370
07.12.2018;114370;114400;114330;114350
07.12.2018;114350;114430;114340;114430
07.12.2018;114430;114490;114370;114460
07.12.2018;114460;114570;114450;114510
07.12.2018;114510;114510;114450;114470
07.12.2018;114460;114470;114400;114410
07.12.2018;114420;114490;114330;114380
07.12.2018;114370;114460;114370;114440
07.12.2018;114450;114460;114400;114430
07.12.2018;114420;114430;114340;114360
07.12.2018;114380;114390;114200;114290
07.12.2018;114290;114310;114240;114300
07.12.2018;114310;114450;114310;114430
07.12.2018;114420;114890;114410;114750
07.12.2018;114760;114820;114700;114720
07.12.2018;114720;114770;114630;114770
07.12.2018;114760;114790;114730;114750
07.12.2018;114750;114780;114700;114730
07.12.2018;114740;114760;114620;114680
07.12.2018;114680;114780;114670;114740
07.12.2018;114760;114780;114700;114730
07.12.2018;114720;114900;114660;114860
07.12.2018;114870;114980;114860;114930
07.12.2018;114940;115090;114940;115090
07.12.2018;115090;115250;115050;115170
07.12.2018;115190;115500;115140;115370
07.12.2018;115380;115470;115330;115440
07.12.2018;115450;115490;115300;115350
07.12.2018;115370;115400;115240;115350
07.12.2018;115340;115380;115310;115370
07.12.2018;115380;115390;115270;115310
07.12.2018;115300;115460;115280;115390
07.12.2018;115380;115470;115310;115330
07.12.2018;115320;115490;115320;115350
07.12.2018;115330;115370;115300;115310
07.12.2018;115310;115330;115270;115280
07.12.2018;115290;115350;115280;115330
07.12.2018;115330;115350;115270;115340
07.12.2018;115340;115440;115230;115260
07.12.2018;115240;115390;115230;115330
07.12.2018;115350;115440;115350;115420
07.12.2018;115420;115430;115300;115320
07.12.2018;115340;115400;115310;115390
07.12.2018;115400;115450;115360;115380
07.12.2018;115380;115390;115340;115350
07.12.2018;115360;115420;115320;115390
07.12.2018;115400;115430;115380;115430
07.12.2018;115430;115440;115400;115400
07.12.2018;115400;115430;115360;115380
07.12.2018;115370;115410;115360;115390
07.12.2018;115390;115430;115360;115410
07.12.2018;115410;115410;115340;115340
07.12.2018;115350;115490;115330;115390
07.12.2018;115400;115400;115330;115340
07.12.2018;115350;115360;115300;115310
07.12.2018;115310;115390;115310;115350
07.12.2018;115340;115590;115330;115550
07.12.2018;115550;115640;115480;115500
07.12.2018;115510;115530;115460;115510
07.12.2018;115510;115520;115420;115470
07.12.2018;115470;115480;115420;115450
07.12.2018;115450;115450;115400;115410
07.12.2018;115420;115470;115400;115440
07.12.2018;115440;115510;115440;115460
07.12.2018;115460;115570;115450;115530
07.12.2018;115530;115530;115420;115430
07.12.2018;115440;115460;115410;115430
07.12.2018;115430;115490;115430;115470
07.12.2018;115490;115490;115430;115430
07.12.2018;115430;115460;115410;115430
07.12.2018;115450;115540;115450;115500
07.12.2018;115490;115500;115450;115450
07.12.2018;115460;115530;115460;115500
07.12.2018;115500;115550;115370;115480
07.12.2018;115480;115610;115410;115420
07.12.2018;115410;115540;115400;115520
07.12.2018;115520;115570;115430;115480
07.12.2018;115480;115720;115480;115680
07.12.2018;115680;115760;115670;115700
07.12.2018;115710;115740;115660;115700
07.12.2018;115700;115750;115670;115680
07.12.2018;115670;115820;115670;115800
07.12.2018;115790;115880;115750;115870
07.12.2018;115880;115910;115830;115850
07.12.2018;115860;115940;115830;115860
07.12.2018;115870;115990;115870;115940
07.12.2018;115940;115980;115900;115940
07.12.2018;115940;116000;115930;115970
07.12.2018;115980;116020;115890;116010
07.12.2018;116010;116060;115880;115900
07.12.2018;115910;115920;115840;115890
07.12.2018;115890;115930;115860;115890
07.12.2018;115890;115900;115810;115810
07.12.2018;115820;115860;115760;115800
07.12.2018;115790;115860;115780;115860
07.12.2018;115870;115910;115850;115910
07.12.2018;115920;115950;115890;115900
07.12.2018;115900;115970;115840;115840
07.12.2018;115850;115960;115850;115880
07.12.2018;115870;115910;115760;115800
07.12.2018;115810;115830;115730;115750
07.12.2018;115750;115800;115720;115770
07.12.2018;115770;115840;115770;115780
07.12.2018;115800;115890;115780;115880
07.12.2018;115880;115950;115870;115930
07.12.2018;115930;115990;115870;115980
07.12.2018;115990;116010;115910;115920
07.12.2018;115920;115990;115890;115980
07.12.2018;115970;115970;115900;115940
07.12.2018;115940;115940;115830;115840
07.12.2018;115850;115890;115830;115880
07.12.2018;115880;115890;115840;115850
07.12.2018;115850;115890;115820;115860
07.12.2018;115860;115870;115810;115840
07.12.2018;115840;115890;115830;115860
07.12.2018;115870;115940;115870;115920
07.12.2018;115920;115980;115820;115820
07.12.2018;115820;115850;115780;115830
07.12.2018;115840;115900;115820;115880
07.12.2018;115870;115890;115770;115770
07.12.2018;115770;115790;115670;115700
07.12.2018;115700;115750;115670;115750
07.12.2018;115740;115740;115640;115680
07.12.2018;115680;115780;115660;115780
07.12.2018;115780;115810;115740;115780
07.12.2018;115770;115790;115720;115780
07.12.2018;115790;115790;115710;115740
07.12.2018;115740;115750;115700;115740
07.12.2018;115730;115760;115650;115650
07.12.2018;115650;115720;115650;115710
07.12.2018;115700;115750;115690;115710
07.12.2018;115720;115760;115710;115720
07.12.2018;115720;115750;115690;115730
07.12.2018;115730;115780;115710;115760
07.12.2018;115740;115780;115660;115680
07.12.2018;115680;115720;115660;115720
07.12.2018;115730;115750;115690;115700
07.12.2018;115690;115730;115640;115640
07.12.2018;115660;115700;115620;115630
07.12.2018;115620;115650;115550;115590
07.12.2018;115600;115610;115510;115530
07.12.2018;115530;115570;115430;115510
07.12.2018;115510;115520;115450;115480
07.12.2018;115470;115570;115440;115560
07.12.2018;115550;115580;115530;115570
07.12.2018;115570;115630;115560;115590
07.12.2018;115600;115600;115550;115560
07.12.2018;115560;115590;115510;115540
07.12.2018;115510;115750;115490;115670
07.12.2018;115690;115750;115600;115630
07.12.2018;115620;115620;115510;115580
07.12.2018;115580;115610;115550;115550
07.12.2018;115550;115590;115540;115570
07.12.2018;115570;115590;115540;115580
07.12.2018;115580;115620;115470;115500
07.12.2018;115480;115510;115440;115460
07.12.2018;115460;115490;115420;115420
07.12.2018;115420;115440;115350;115380
07.12.2018;115370;115390;115330;115390
07.12.2018;115380;115400;115360;115360
07.12.2018;115360;115380;115310;115360
07.12.2018;115350;115350;115250;115260
07.12.2018;115260;115300;115260;115280
07.12.2018;115270;115320;115250;115310
07.12.2018;115300;115330;115270;115310
07.12.2018;115300;115340;115280;115300
07.12.2018;115300;115340;115280;115310
07.12.2018;115300;115370;115280;115280
07.12.2018;115280;115340;115240;115250
07.12.2018;115260;115260;115130;115220
07.12.2018;115220;115220;115140;115170
07.12.2018;115160;115170;115110;115140
07.12.2018;115140;115190;115100;115150
07.12.2018;115150;115170;115050;115120
07.12.2018;115100;115170;115080;115140
07.12.2018;115120;115190;115110;115170
07.12.2018;115170;115180;114960;115000
07.12.2018;115000;115070;114980;115030
07.12.2018;115040;115070;115000;115060
07.12.2018;115050;115050;114900;114900
07.12.2018;114900;114980;114880;114930
07.12.2018;114940;114980;114920;114960
07.12.2018;114970;115030;114910;114920
07.12.2018;114940;114980;114850;114850
07.12.2018;114860;114900;114800;114900
07.12.2018;114900;114990;114890;114980
07.12.2018;114980;115000;114930;114990
07.12.2018;114980;115070;114970;115040
07.12.2018;115030;115050;114960;115000
07.12.2018;115000;115160;114990;115100
07.12.2018;115100;115110;115050;115080
07.12.2018;115070;115120;115070;115110
07.12.2018;115110;115140;115100;115100
07.12.2018;115110;115180;115090;115160
07.12.2018;115160;115170;115120;115140
07.12.2018;115140;115140;115080;115100
07.12.2018;115090;115110;115050;115060
07.12.2018;115060;115080;115030;115060
07.12.2018;115050;115080;115020;115030
07.12.2018;115030;115060;115030;115050
07.12.2018;115060;115070;114960;114970
07.12.2018;114970;115000;114940;114990
07.12.2018;115000;115030;114990;115020
07.12.2018;115010;115130;115010;115080
07.12.2018;115070;115080;114970;114990
07.12.2018;114980;115100;114960;115100
07.12.2018;115080;115100;115000;115060
07.12.2018;115060;115090;115000;115010
07.12.2018;115000;115040;114990;115000
07.12.2018;115000;115020;114950;115000
07.12.2018;115000;115110;114990;115090
07.12.2018;115080;115150;115070;115080
07.12.2018;115070;115160;115060;115110
07.12.2018;115120;115150;115090;115100
07.12.2018;115090;115110;115050;115070
07.12.2018;115060;115150;115020;115120
07.12.2018;115120;115160;115090;115110
07.12.2018;115120;115140;115090;115130
07.12.2018;115110;115200;115090;115190
07.12.2018;115190;115280;115170;115210
07.12.2018;115210;115220;115180;115180
07.12.2018;115180;115190;115150;115180
07.12.2018;115170;115180;115130;115150
07.12.2018;115140;115150;115080;115100
07.12.2018;115100;115190;115070;115160
07.12.2018;115160;115170;115100;115130
07.12.2018;115110;115110;115030;115030
07.12.2018;115030;115070;115010;115060
07.12.2018;115060;115110;115040;115090
07.12.2018;115090;115130;115080;115120
07.12.2018;115130;115190;115100;115190
07.12.2018;115180;115190;115150;115150
07.12.2018;115180;115200;115160;115180
07.12.2018;115190;115190;115140;115140
07.12.2018;115150;115200;115140;115190
07.12.2018;115190;115190;115140;115170
07.12.2018;115170;115190;115130;115170
07.12.2018;115190;115200;115160;115190
07.12.2018;115190;115190;115150;115160
07.12.2018;115160;115200;115150;115170
07.12.2018;115190;115210;115170;115170
07.12.2018;115170;115190;115120;115130
07.12.2018;115130;115150;115120;115150
07.12.2018;115140;115180;115120;115150
07.12.2018;115160;115170;115130;115150
07.12.2018;115140;115180;115140;115170
07.12.2018;115160;115210;115160;115180
07.12.2018;115180;115240;115170;115220
07.12.2018;115230;115240;115150;115170
07.12.2018;115160;115160;115120;115120
07.12.2018;115130;115130;115060;115070
07.12.2018;115070;115070;115030;115030
07.12.2018;115020;115120;115020;115090
07.12.2018;115090;115170;115080;115150
07.12.2018;115170;115200;115160;115160
07.12.2018;115170;115180;115140;115140
07.12.2018;115150;115170;115130;115170
07.12.2018;115180;115180;115130;115160
07.12.2018;115170;115240;115150;115210
07.12.2018;115210;115240;115190;115230
07.12.2018;115220;115220;115170;115200
07.12.2018;115200;115260;115190;115250
07.12.2018;115250;115380;115230;115350
07.12.2018;115350;115440;115340;115420
07.12.2018;115410;115530;115400;115470
07.12.2018;115490;115520;115470;115480
07.12.2018;115480;115510;115470;115480
07.12.2018;115490;115580;115480;115500
07.12.2018;115500;115540;115470;115490
07.12.2018;115490;115630;115470;115580
07.12.2018;115580;115590;115520;115560
07.12.2018;115550;115590;115540;115540
07.12.2018;115550;115630;115550;115590
07.12.2018;115590;115590;115510;115550
07.12.2018;115560;115570;115510;115510
07.12.2018;115510;115540;115480;115490
07.12.2018;115490;115510;115470;115480
07.12.2018;115470;115500;115450;115460
07.12.2018;115460;115500;115420;115500
07.12.2018;115480;115500;115440;115500
07.12.2018;115490;115500;115430;115430
07.12.2018;115420;115440;115380;115430
07.12.2018;115430;115430;115380;115380
07.12.2018;115390;115470;115380;115430
07.12.2018;115430;115450;115410;115450
07.12.2018;115450;115450;115370;115390
07.12.2018;115380;115390;115320;115340
07.12.2018;115340;115350;115310;115340
07.12.2018;115320;115340;115300;115320
07.12.2018;115320;115380;115320;115380
07.12.2018;115370;115400;115350;115390
07.12.2018;115380;115390;115320;115330
07.12.2018;115330;115370;115310;115350
07.12.2018;115350;115370;115290;115300
07.12.2018;115290;115300;115260;115280
07.12.2018;115280;115370;115280;115350
07.12.2018;115350;115370;115320;115350
07.12.2018;115350;115370;115330;115340
07.12.2018;115330;115360;115290;115290
07.12.2018;115280;115300;115260;115270
07.12.2018;115290;115300;115260;115270
07.12.2018;115260;115280;115240;115260
07.12.2018;115240;115280;115220;115230
07.12.2018;115230;115230;115170;115180
07.12.2018;115180;115210;115160;115190
07.12.2018;115200;115280;115200;115260
07.12.2018;115260;115280;115160;115170
07.12.2018;115160;115160;115110;115160
07.12.2018;115140;115140;115050;115080
07.12.2018;115080;115130;115050;115110
07.12.2018;115110;115120;115060;115080
07.12.2018;115070;115090;115050;115070
07.12.2018;115080;115150;115070;115070
07.12.2018;115070;115080;114990;114990
07.12.2018;114990;115070;114970;115010
07.12.2018;115000;115090;115000;115090
07.12.2018;115090;115110;115010;115010
07.12.2018;115020;115030;114920;114960
07.12.2018;114970;114990;114900;114990
07.12.2018;114970;115090;114970;115030
07.12.2018;115030;115110;115020;115060
07.12.2018;115070;115070;114960;114960
07.12.2018;114950;114990;114940;114970
07.12.2018;114980;114980;114920;114930
07.12.2018;114930;114980;114920;114940
07.12.2018;114940;114960;114900;114940
07.12.2018;114930;115020;114930;114980
07.12.2018;114970;114970;114910;114920
07.12.2018;114920;114930;114630;114670
07.12.2018;114670;114780;114660;114750
07.12.2018;114750;114790;114730;114780
07.12.2018;114770;114800;114750;114790
07.12.2018;114790;114800;114710;114720
07.12.2018;114710;114770;114650;114730
07.12.2018;114720;114760;114720;114750
07.12.2018;114760;114920;114760;114910
07.12.2018;114900;114910;114810;114810
07.12.2018;114820;114840;114790;114790
07.12.2018;114800;114810;114690;114690
07.12.2018;114710;114720;114620;114660
07.12.2018;114650;114700;114640;114680
07.12.2018;114680;114720;114640;114720
07.12.2018;114720;114740;114710;114720
07.12.2018;114720;114790;114700;114790
07.12.2018;114790;114800;114760;114770
07.12.2018;114760;114780;114710;114710
07.12.2018;114720;114800;114700;114800
07.12.2018;114790;114870;114780;114800
07.12.2018;114800;114870;114790;114860
07.12.2018;114860;114880;114840;114850
07.12.2018;114840;114850;114790;114790
07.12.2018;114790;114830;114760;114770
07.12.2018;114790;114800;114750;114770
07.12.2018;114790;114830;114760;114820
07.12.2018;114820;114820;114730;114760
07.12.2018;114750;114810;114720;114780
07.12.2018;114770;114790;114700;114700
07.12.2018;114700;114850;114690;114840
07.12.2018;114850;114880;114710;114770
07.12.2018;114760;114780;114720;114720
07.12.2018;114730;114730;114630;114670
07.12.2018;114670;114670;114610;114640
07.12.2018;114630;114700;114610;114660
07.12.2018;114670;114670;114570;114620
07.12.2018;114620;114660;114590;114630
07.12.2018;114630;114690;114620;114690
07.12.2018;114680;114690;114620;114640
07.12.2018;114650;114660;114620;114620
07.12.2018;114620;114630;114600;114630
07.12.2018;114630;114660;114590;114600
07.12.2018;114600;114610;114510;114580
07.12.2018;114580;114590;114540;114560
07.12.2018;114560;114570;114520;114520
07.12.2018;114520;114530;114510;114510
07.12.2018;114510;114520;114420;114520
07.12.2018;114510;114600;114490;114590
07.12.2018;114590;114620;114560;114620
07.12.2018;114610;114620;114550;114580
07.12.2018;114580;114660;114550;114630
07.12.2018;114630;114670;114600;114640
07.12.2018;114650;114670;114620;114630
07.12.2018;114640;114640;114530;114530
07.12.2018;114520;114540;114450;114470
07.12.2018;114480;114500;114380;114410
07.12.2018;114410;114430;114380;114400
07.12.2018;114400;114430;114370;114370
07.12.2018;114380;114400;114360;114370
07.12.2018;114370;114400;114360;114390
07.12.2018;114400;114400;114350;114370
07.12.2018;114370;114370;114310;114320
07.12.2018;114310;114340;114280;114320
07.12.2018;114330;114340;114300;114310
07.12.2018;114300;114380;114300;114330
07.12.2018;114320;114350;114300;114330
07.12.2018;114310;114400;114310;114360
07.12.2018;114350;114380;114300;114380
07.12.2018;114370;114440;114370;114420
07.12.2018;114430;114430;114370;114400
07.12.2018;114400;114430;114380;114410
07.12.2018;114400;114440;114380;114440
07.12.2018;114450;114480;114440;114460
07.12.2018;114480;114500;114440;114440
07.12.2018;114440;114510;114390;114400
07.12.2018;114390;114410;114330;114330
07.12.2018;114330;114480;114320;114460
07.12.2018;114460;114470;114390;114410
07.12.2018;114420;114440;114340;114420
07.12.2018;114430;114430;114390;114390
07.12.2018;114390;114460;114380;114420
07.12.2018;114410;114420;114360;114400
07.12.2018;114390;114450;114390;114450
07.12.2018;114450;114470;114380;114380
07.12.2018;114390;114420;114350;114400
07.12.2018;114410;114460;114390;114410
07.12.2018;114400;114450;114370;114450
07.12.2018;114450;114510;114440;114490
07.12.2018;114500;114570;114480;114520
07.12.2018;114520;114560;114510;114510
07.12.2018;114500;114560;114500;114540
07.12.2018;114540;114550;114500;114530
07.12.2018;114530;114560;114510;114530
07.12.2018;114530;114540;114470;114490
07.12.2018;114500;114590;114500;114550
07.12.2018;114560;114580;114550;114580
07.12.2018;114580;114620;114550;114610
07.12.2018;114620;114620;114560;114560
07.12.2018;114580;114610;114550;114570
07.12.2018;114560;114590;114530;114530
07.12.2018;114530;114550;114500;114540
07.12.2018;114550;114560;114500;114500
07.12.2018;114500;114510;114460;114500
07.12.2018;114500;114570;114500;114570
07.12.2018;114560;114610;114530;114570
07.12.2018;114580;114600;114470;114490
07.12.2018;114510;114510;114470;114470
07.12.2018;114470;114470;114410;114460
07.12.2018;114460;114490;114420;114470
07.12.2018;114490;114500;114430;114450
